id.orig_h,count
200.109.27.128,1
200.110.54.131,1
200.110.60.146,2
200.16.125.82,1
200.35.34.146,1
200.52.144.161,1
200.53.24.3,1
200.53.24.92,1
200.53.28.170,1
200.53.31.123,1
200.58.94.59,1
200.69.65.164,1
200.71.72.169,1
200.82.191.103,1
200.82.237.165,1
200.83.99.84,4
201.131.245.5,1
201.140.212.144,1
201.140.222.28,1
201.16.236.189,1
201.182.216.90,1
201.182.236.90,1
201.208.39.8,1
201.21.141.28,2
201.211.127.185,2
201.220.148.157,1
201.233.231.116,1
201.25.153.237,1
201.253.23.96,1
201.76.104.120,1
202.107.226.4,6
202.128.92.209,5
202.148.20.138,1
202.150.90.83,1
202.166.220.109,1
202.178.117.110,1
202.213.183.81,1
202.3.72.242,1
202.4.110.130,1
202.4.116.68,1
202.51.88.176,1
202.63.71.71,1
202.79.25.16,1
202.79.29.116,1
202.91.79.22,1
203.115.68.214,1
203.189.238.140,1
203.192.193.163,1
203.205.34.207,1
203.217.115.226,1
203.218.192.129,1
203.81.67.182,1
203.99.191.63,1
203.99.98.170,1
204.76.203.4,2
205.164.122.60,1
205.185.115.70,80
205.185.116.25,3
205.185.118.120,2
205.185.121.69,7
205.185.122.167,195
205.185.122.184,5
205.185.124.4,88
205.185.127.13,17
205.185.127.200,41
205.185.127.30,3
205.206.227.80,1
205.209.103.84,4
205.210.31.100,8
205.210.31.101,4
205.210.31.102,5
205.210.31.103,7
205.210.31.104,20
205.210.31.105,2
205.210.31.107,8
205.210.31.108,2
205.210.31.110,3
205.210.31.111,5
205.210.31.12,1
205.210.31.129,7
205.210.31.13,2
205.210.31.130,1
205.210.31.132,1
205.210.31.133,1
205.210.31.134,3
205.210.31.135,1
205.210.31.136,3
205.210.31.137,1
205.210.31.138,1
205.210.31.14,3
205.210.31.140,6
205.210.31.141,1
205.210.31.143,1
205.210.31.145,3
205.210.31.146,1
205.210.31.149,6
205.210.31.15,2
205.210.31.150,6
205.210.31.151,1
205.210.31.152,7
205.210.31.153,1
205.210.31.154,3
205.210.31.155,3
205.210.31.156,7
205.210.31.16,7
205.210.31.161,2
205.210.31.162,5
205.210.31.163,2
205.210.31.164,10
205.210.31.165,3
205.210.31.167,7
205.210.31.168,6
205.210.31.169,1
205.210.31.170,3
205.210.31.171,2
205.210.31.172,7
205.210.31.173,4
205.210.31.174,1
205.210.31.175,27
205.210.31.176,10
205.210.31.177,2
205.210.31.178,1
205.210.31.18,2
205.210.31.180,5
205.210.31.181,3
205.210.31.183,9
205.210.31.184,2
205.210.31.185,2
205.210.31.186,3
205.210.31.19,7
205.210.31.192,6
205.210.31.193,3
205.210.31.194,1
205.210.31.195,3
205.210.31.196,3
205.210.31.198,4
205.210.31.199,1
205.210.31.2,8
205.210.31.200,7
205.210.31.201,9
205.210.31.202,7
205.210.31.204,4
205.210.31.205,1
205.210.31.206,1
205.210.31.207,1
205.210.31.208,1
205.210.31.209,3
205.210.31.210,9
205.210.31.212,7
205.210.31.213,2
205.210.31.214,13
205.210.31.215,7
205.210.31.216,8
205.210.31.217,1
205.210.31.218,5
205.210.31.220,2
205.210.31.221,2
205.210.31.222,1
205.210.31.223,1
205.210.31.224,5
205.210.31.225,3
205.210.31.226,6
205.210.31.227,10
205.210.31.228,8
205.210.31.229,9
205.210.31.230,4
205.210.31.231,3
205.210.31.232,8
205.210.31.233,9
205.210.31.234,8
205.210.31.235,1
205.210.31.236,1
205.210.31.237,1
205.210.31.239,16
205.210.31.24,1
205.210.31.241,2
205.210.31.242,6
205.210.31.243,8
205.210.31.244,1
205.210.31.245,3
205.210.31.246,6
205.210.31.248,9
205.210.31.249,3
205.210.31.25,1
205.210.31.250,3
205.210.31.252,1
205.210.31.253,2
205.210.31.254,1
205.210.31.255,4
205.210.31.27,2
205.210.31.28,6
205.210.31.32,3
205.210.31.33,6
205.210.31.36,2
205.210.31.38,3
205.210.31.39,11
205.210.31.40,8
205.210.31.41,5
205.210.31.42,8
205.210.31.43,7
205.210.31.44,11
205.210.31.45,1
205.210.31.46,3
205.210.31.47,5
205.210.31.49,9
205.210.31.5,1
205.210.31.50,1
205.210.31.51,3
205.210.31.52,1
205.210.31.53,13
205.210.31.54,5
205.210.31.55,1
205.210.31.56,8
205.210.31.57,1
205.210.31.58,1
205.210.31.59,14
205.210.31.60,1
205.210.31.64,2
205.210.31.65,4
205.210.31.66,14
205.210.31.67,2
205.210.31.68,8
205.210.31.69,3
205.210.31.70,10
205.210.31.71,13
205.210.31.72,2
205.210.31.73,2
205.210.31.74,6
205.210.31.75,2
205.210.31.76,3
205.210.31.77,2
205.210.31.78,1
205.210.31.79,2
205.210.31.80,10
205.210.31.82,4
205.210.31.83,2
205.210.31.84,4
205.210.31.85,8
205.210.31.86,3
205.210.31.87,12
205.210.31.88,1
205.210.31.89,3
205.210.31.90,1
205.210.31.91,7
205.210.31.93,12
205.210.31.94,2
205.210.31.95,3
205.210.31.96,8
205.210.31.97,4
205.210.31.98,4
205.210.31.99,3
206.0.166.137,1
206.0.169.181,1
206.0.225.165,1
206.0.226.42,1
206.0.229.88,2
206.0.240.46,1
206.0.240.94,1
206.0.242.29,1
206.0.242.90,1
206.0.243.74,1
206.0.244.199,1
206.0.244.70,1
206.0.247.70,1
206.0.247.9,2
206.0.250.136,1
206.0.252.172,1
206.189.107.172,2
206.189.112.141,1
206.189.112.184,2
206.189.117.121,6
206.189.120.50,10
206.189.121.26,1
206.189.124.117,1
206.189.125.204,1
206.189.147.106,6
206.189.19.14,1
206.189.29.23,1
206.189.57.162,12
206.189.79.124,2
206.248.96.252,1
206.72.202.40,1
207.154.226.0,2
207.154.255.215,15
207.180.223.28,135
207.244.224.48,1
207.244.247.200,1
207.46.13.213,1
207.46.13.216,1
207.90.244.11,10
207.90.244.12,9
207.90.244.13,3
207.90.244.14,3
207.90.244.2,1
207.90.244.3,3
207.90.244.4,3
207.90.244.6,9
208.100.26.229,8
208.100.26.230,9
208.100.26.231,16
208.88.174.38,1
209.126.10.151,3
209.131.254.132,15
209.141.32.105,46
209.141.33.65,29
209.141.34.187,19
209.141.35.128,1
209.141.36.112,7
209.141.36.231,2
209.141.41.129,30
209.141.44.114,3
209.141.48.154,6
209.141.49.169,3
209.141.51.222,1
209.141.55.120,5
209.145.57.45,9
209.160.243.50,1
209.38.226.24,1
209.38.252.58,2
209.97.137.148,2
209.97.172.12,6
209.97.179.103,10
209.97.184.179,2
209.97.190.117,1
210.108.70.119,1443
210.183.188.76,1
210.192.89.133,1
210.213.201.140,2
210.223.26.202,1
210.4.69.226,1
210.89.39.103,1
210.91.180.120,1
210.91.60.213,1
210.91.85.81,1
211.216.190.43,1
211.216.231.93,1
211.217.108.3,1
211.221.80.140,1
211.254.152.226,1
211.46.18.1,2
211.54.123.31,1
211.75.169.242,1
212.164.252.18,1
212.20.33.238,1
212.200.234.118,4
212.227.168.241,1
212.244.55.18,1
212.32.243.207,9
212.43.34.226,1
212.7.251.108,1
212.71.246.65,4
212.83.189.163,23
213.109.0.60,1
213.109.202.24,1
213.109.66.130,1
213.109.84.250,17
213.112.201.234,1
213.115.244.43,1
213.136.147.74,4
213.142.213.26,1
213.149.11.12,1
213.149.29.97,1
213.152.162.5,2
213.159.237.10,1
213.16.63.103,1
213.178.193.71,2
213.181.196.180,3
213.200.180.63,1
213.204.72.234,1
213.232.114.123,5
213.238.186.88,1
213.24.126.128,1
213.5.109.110,2
213.5.130.61,10
213.81.220.183,1
213.91.204.178,1
216.158.236.226,1
216.158.250.235,1
216.181.184.76,1
216.218.206.100,7
216.218.206.101,1
216.218.206.102,2
216.218.206.103,4
216.218.206.104,3
216.218.206.105,12
216.218.206.106,9
216.218.206.107,8
216.218.206.108,8
216.218.206.110,3
216.218.206.111,8
216.218.206.112,2
216.218.206.113,6
216.218.206.114,1
216.218.206.115,1
216.218.206.116,8
216.218.206.118,2
216.218.206.119,2
216.218.206.120,2
216.218.206.121,2
216.218.206.122,7
216.218.206.124,2
216.218.206.126,8
216.218.206.66,16
216.218.206.67,10
216.218.206.68,22
216.218.206.69,11
216.218.206.70,4
216.218.206.71,1
216.218.206.72,5
216.218.206.73,1
216.218.206.75,4
216.218.206.76,2
216.218.206.77,9
216.218.206.78,2
216.218.206.79,2
216.218.206.80,1
216.218.206.81,2
216.218.206.82,1
216.218.206.83,7
216.218.206.84,4
216.218.206.85,1
216.218.206.86,1
216.218.206.87,1
216.218.206.88,2
216.218.206.89,5
216.218.206.90,6
216.218.206.91,1
216.218.206.92,2
216.218.206.93,2
216.218.206.94,2
216.218.206.95,5
216.218.206.96,5
216.218.206.97,7
216.218.206.98,16
216.218.206.99,5
217.146.83.102,10
217.208.137.212,2
217.218.252.121,1
217.219.131.226,1
217.23.8.46,7
217.24.145.77,1
217.24.146.249,1
217.66.31.187,1
218.102.200.230,1
218.147.113.57,1
218.154.220.35,1
218.164.182.182,1
218.86.123.43,1
219.143.174.191,1
220.116.155.184,2
220.122.185.239,1
220.124.154.72,1
220.124.88.149,1
220.132.164.121,1
220.146.90.58,3
220.148.183.67,2
220.173.209.130,1
220.198.241.179,1
220.198.241.37,1
220.198.241.93,1
220.246.124.106,7
220.250.10.140,1
220.70.253.159,1
220.74.117.53,1
220.84.204.83,1
220.89.129.147,1
221.1.245.93,1
221.124.116.143,1
221.124.6.127,1
221.14.107.165,1
221.15.189.217,1
221.150.217.64,1
221.219.96.212,1
221.236.26.51,3
222.124.108.169,1
222.134.162.83,1
222.138.122.29,1
222.186.48.201,1
222.186.48.204,3
223.13.26.190,1
223.130.28.204,1
223.130.30.56,1
223.15.55.228,1
223.150.227.107,1
223.16.154.8,2
223.16.173.186,2
223.166.22.28,1
223.17.180.13,1
223.17.41.62,1
223.19.103.72,1
223.19.181.246,1
223.204.67.207,1
223.74.158.12,1
223.83.130.192,1
23.148.145.28,3
23.20.75.163,2
23.248.184.241,25
23.251.102.74,8
23.90.160.138,1
23.90.160.146,6
23.90.250.178,2
24.117.76.144,1
24.139.121.202,1
24.153.59.247,2
24.184.145.245,2
24.196.181.57,3
24.199.121.176,5
24.199.98.33,7
24.232.111.75,4
24.63.56.220,6
24.68.100.198,2
24.71.73.15,1
24.88.98.70,4
27.109.150.172,1
27.147.201.243,1
27.147.225.2,1
27.2.70.49,2
27.2.90.26,1
27.215.211.134,1
27.215.83.86,1
27.254.113.34,1
27.34.64.80,1
27.40.117.186,1
27.43.205.20,1
27.43.206.139,1
27.43.207.148,1
27.45.107.72,1
27.45.92.192,1
27.47.0.103,1
27.47.0.214,1
27.98.228.213,1
3.101.148.135,1
3.101.19.149,1
3.227.42.0,59
3.80.179.152,1
3.80.58.101,10
3.81.224.230,2
3.81.85.159,1
3.83.133.193,10
3.84.226.123,1
3.90.235.126,10
3.91.59.51,1
3.92.126.145,1
3.92.127.248,1
31.128.218.26,1
31.129.165.158,1
31.132.71.49,1
31.134.244.155,1
31.156.101.55,4
31.163.1.180,1
31.173.35.57,1
31.182.249.228,1
31.184.240.70,3
31.184.240.91,6
31.188.150.250,182
31.188.235.203,1
31.207.220.70,1
31.24.203.45,1
31.41.244.111,9
31.56.1.130,1
31.56.40.172,1
31.57.50.155,1
31.58.226.103,1
31.58.226.97,1
31.58.238.141,1
31.58.240.112,1
31.58.243.46,1
31.59.206.21,1
31.59.25.184,1
34.140.130.61,1
34.140.248.32,3
34.159.87.134,1
34.16.162.222,1
34.201.38.78,1
34.228.187.34,2
34.229.83.103,3
34.67.136.168,16
34.68.223.108,16
34.76.158.233,2
34.77.127.183,1
34.78.120.99,3
34.78.249.41,1
34.79.162.186,4
35.153.161.193,10
35.153.209.191,1
35.163.96.191,1
35.173.221.33,1
35.195.93.98,4
35.203.210.113,1
35.203.210.116,2
35.203.210.13,3
35.203.210.134,1
35.203.210.142,1
35.203.210.16,1
35.203.210.184,1
35.203.210.195,2
35.203.210.200,2
35.203.210.203,1
35.203.210.210,1
35.203.210.218,2
35.203.210.220,2
35.203.210.231,1
35.203.210.60,1
35.203.210.79,3
35.203.210.94,1
35.203.211.128,1
35.203.211.136,2
35.203.211.15,1
35.203.211.178,1
35.203.211.20,1
35.203.211.212,1
35.203.211.214,1
35.203.211.230,1
35.203.211.248,1
35.203.211.250,1
35.203.211.55,2
35.203.211.60,1
35.203.211.75,1
35.203.211.87,2
35.205.96.143,3
35.216.136.183,18
35.216.140.224,11
35.216.146.250,37
35.216.150.232,2
35.216.164.232,18
35.216.174.190,4
35.216.211.228,27
35.216.225.215,3
35.216.225.253,1
35.216.235.60,2
35.216.237.60,18
35.216.240.53,29
35.233.62.116,2
35.240.121.17,2
35.80.18.36,1
35.86.214.152,2
35.87.70.35,1
35.88.107.176,2
35.90.32.211,1
36.106.167.185,1
36.136.51.134,1
36.153.150.34,1
36.156.22.2,4
36.225.120.189,1
36.233.44.242,1
36.237.20.249,1
36.32.2.128,1
36.32.2.202,1
36.37.169.200,1
36.37.214.78,1
36.39.142.144,1
36.5.68.60,1
36.66.168.49,1
36.67.150.145,1
36.67.150.31,1
36.67.66.178,1
36.68.218.146,1
36.68.53.151,1
36.73.171.56,1
36.73.34.194,1
36.74.41.22,1
36.76.189.75,1
36.76.220.31,1
36.78.152.189,1
36.78.184.217,1
36.79.111.23,1
36.88.240.26,1
36.88.6.113,1
36.89.21.251,1
36.90.54.195,1
36.90.91.35,1
36.93.138.74,1
36.99.136.128,8
36.99.136.129,8
36.99.136.136,6
36.99.136.137,7
37.1.142.113,1
37.1.17.46,1
37.139.129.4,2
37.143.224.173,1
37.143.229.190,1
37.16.75.169,10
37.187.215.241,1
37.187.215.242,1
37.187.215.246,1
37.187.215.248,2
37.187.215.253,2
37.187.215.254,2
37.187.215.255,1
37.191.54.50,4
37.191.69.199,1
37.191.85.55,1
37.195.203.138,1
37.204.151.252,2
37.205.76.12,61
37.205.91.236,1
37.235.138.6,1
37.235.142.238,1
37.32.118.251,1
37.41.142.69,9
37.44.238.206,1
37.54.15.36,1
37.6.78.40,1
37.70.128.64,1
37.75.218.105,1
37.75.222.203,1
37.76.195.57,2
37.8.98.138,2
38.171.255.71,1
38.25.179.237,1
38.45.217.2,2
39.103.194.15,45
39.106.137.182,1
39.174.196.203,3
39.33.22.109,1
39.59.117.122,1
39.63.2.245,1
40.94.96.20,1
41.139.249.227,1
41.142.110.130,2
41.186.73.134,32
41.190.70.194,1
41.200.119.198,1
41.207.251.187,1
41.235.134.172,1
41.33.50.90,2
41.36.111.37,1
41.59.55.200,1
41.60.235.207,1
41.60.235.74,1
41.63.178.216,1
41.74.116.9,1
41.78.174.77,1
41.84.135.142,1
41.84.196.217,1
41.90.64.229,1
41.90.68.4,1
41.90.70.233,1
42.159.185.100,1
42.2.203.238,1
42.2.225.172,6
42.224.122.166,1
42.230.141.204,1
42.235.185.96,1
42.48.79.92,1
42.98.39.70,1
43.129.33.99,1
43.129.35.207,1
43.129.41.203,3
43.129.97.125,2
43.130.10.173,1
43.130.11.228,2
43.131.23.30,1
43.131.242.173,1
43.131.247.244,1
43.131.43.27,2
43.131.52.47,2
43.132.191.235,2
43.133.5.165,2
43.134.224.218,40
43.156.205.162,45
43.157.20.143,2
43.157.5.232,2
43.157.50.168,1
43.157.54.73,2
43.158.214.10,3
43.158.216.231,3
43.158.217.16,63
43.158.217.205,112
43.224.169.238,1
43.230.159.244,1
43.230.159.28,1
43.230.194.12,1
43.231.234.154,3
43.252.9.180,1
43.254.126.108,1
43.255.218.14,1
44.201.171.167,1
44.201.240.110,1
44.234.121.70,1
44.234.84.139,1
45.115.255.89,1
45.116.68.11,1
45.126.20.22,1
45.128.199.230,1
45.128.199.252,1
45.128.232.103,2
45.128.232.105,49
45.128.232.111,49
45.128.232.125,577
45.128.232.128,3
45.128.232.135,3
45.128.232.139,6
45.128.232.14,44
45.128.232.140,593
45.128.232.141,37
45.128.232.145,8
45.128.232.152,100
45.128.232.153,10
45.128.232.174,4
45.128.232.175,12
45.128.232.177,1
45.128.232.183,166
45.128.232.186,5
45.128.232.67,7
45.128.232.77,2
45.128.232.84,37
45.129.137.3,1
45.131.111.247,1
45.132.48.135,1
45.135.232.17,1
45.135.232.6,1
45.136.153.217,19
45.143.201.62,25
45.15.19.146,2
45.151.181.176,14
45.155.126.210,16
45.155.204.56,3
45.155.91.80,10
45.156.128.12,33
45.156.128.2,6
45.156.128.22,6
45.156.128.27,6
45.156.128.7,37
45.156.129.12,19
45.156.129.17,2
45.156.129.2,50
45.156.129.27,4
45.156.129.7,48
45.163.221.55,4
45.164.198.137,1
45.164.198.143,1
45.164.35.9,1
45.170.223.150,1
45.172.65.131,1
45.173.108.78,1
45.174.141.65,3
45.175.250.43,1
45.176.221.226,1
45.180.237.219,1
45.181.90.131,1
45.182.139.11,1
45.182.158.32,1
45.182.158.98,1
45.184.16.134,2
45.187.113.5,1
45.189.28.97,1
45.231.241.4,1
45.233.244.125,1
45.235.155.164,1
45.248.8.155,8
45.249.244.162,2
45.249.245.139,1
45.249.245.249,1
45.33.80.243,15
45.33.87.154,11
45.37.170.163,1
45.43.33.218,5
45.5.37.81,1
45.5.94.250,1
45.55.0.36,4
45.55.0.5,12
45.55.0.8,3
45.55.40.149,2
45.56.80.181,2
45.6.16.64,1
45.61.185.119,5
45.61.185.123,8
45.61.185.140,10
45.61.186.177,10
45.61.186.239,23
45.61.188.146,31
45.61.188.163,4
45.64.8.187,1
45.7.25.69,1
45.70.196.23,1
45.79.128.205,21
45.79.147.234,1
45.79.163.53,6
45.79.168.172,10
45.79.172.21,20
45.79.181.104,17
45.79.181.179,16
45.79.181.223,18
45.79.181.251,8
45.79.181.94,17
45.81.34.174,17
45.83.23.218,12
45.83.25.42,2
45.83.64.167,1
45.83.64.192,1
45.83.64.204,1
45.83.64.26,6
45.83.64.3,1
45.83.64.51,1
45.83.64.72,1
45.83.65.113,1
45.83.65.167,1
45.83.65.196,1
45.83.65.197,2
45.83.65.3,2
45.83.65.7,6
45.83.66.102,1
45.83.66.158,1
45.83.67.138,1
45.83.67.181,1
45.88.90.100,4
45.88.90.11,4
45.88.90.114,8
45.88.90.120,5
45.88.90.137,3
45.88.90.144,2
45.88.90.15,4
45.88.90.23,8
45.88.90.24,8
45.95.146.36,4
45.95.146.41,4
45.95.146.48,4
46.100.166.58,1
46.100.71.7,1
46.101.1.126,1
46.101.226.203,2
46.101.3.129,1
46.101.81.54,3
46.101.85.246,1
46.11.36.33,4
46.12.55.86,1
46.12.8.238,1
46.148.45.11,1
46.173.75.89,1
46.174.191.28,80
46.174.191.29,83
46.174.191.30,89
46.174.191.31,54
46.174.191.32,76
46.19.138.210,9
46.241.126.27,1
46.242.15.247,1
46.3.113.223,2
46.3.113.238,10
46.32.5.164,1
46.33.229.33,4
46.34.190.95,1
46.43.78.4,18
46.49.48.221,1
46.55.250.54,2
46.63.13.26,1
46.98.151.232,1
46.98.206.15,1
47.100.201.178,1
47.14.12.129,2
47.180.189.177,1
47.251.20.38,13
47.95.157.250,1
47.96.132.215,3
47.98.201.156,32
47.99.139.50,16
47.99.53.8,3
49.115.72.145,1
49.124.206.2,1
49.249.178.202,1
49.72.7.247,2
5.101.67.10,5
5.104.80.129,2
5.128.209.222,1
5.152.238.1,1
5.160.172.185,1
5.165.160.4,1
5.172.18.61,1
5.180.182.233,1
5.188.206.213,2
5.188.210.227,47
5.189.132.78,27
5.190.22.188,1
5.190.80.120,1
5.196.102.64,1
5.196.102.65,1
5.196.102.66,1
5.196.102.67,2
5.196.102.69,1
5.196.102.70,1
5.196.102.71,1
5.196.102.73,3
5.196.102.74,1
5.196.102.75,1
5.196.102.76,1
5.196.102.77,1
5.196.102.78,2
5.202.33.8,1
5.202.68.172,1
5.235.188.25,1
5.235.196.255,3
5.235.205.104,1
5.235.215.190,1
5.235.220.111,1
5.235.231.232,1
5.235.243.96,2
5.236.209.243,1
5.239.176.121,1
5.239.179.1,1
5.248.97.85,1
5.254.18.236,2
5.254.18.240,3
5.32.176.111,1
5.32.176.120,1
5.43.201.199,5
5.43.213.54,6
5.55.74.12,1
5.58.122.98,1
5.58.94.177,1
5.59.222.42,1
5.62.164.121,1
5.75.251.151,1
5.91.98.130,413
5.94.197.47,1
5.96.92.26,3
50.31.21.5,17
50.31.21.6,8
50.31.21.7,8
50.31.21.8,8
50.46.231.118,1
50.7.85.42,13
51.15.252.227,2
51.15.39.67,4
51.158.202.119,4
51.68.76.141,1
51.75.146.189,1
51.79.19.53,3
52.167.144.179,6
52.167.144.59,2
52.167.144.79,2
52.207.223.133,10
52.53.159.234,1
52.53.194.68,2
52.71.126.220,10
54.145.248.67,1
54.151.123.197,2
54.153.64.56,1
54.157.232.87,10
54.160.68.182,7
54.167.126.89,2
54.167.17.64,2
54.172.186.196,1
54.193.207.93,1
54.196.138.173,10
54.197.3.36,12
54.201.96.174,1
54.219.76.138,3
54.221.140.120,5
54.221.83.207,10
54.234.232.198,10
54.241.57.187,1
54.242.112.138,1
54.242.137.122,2
54.242.172.111,5
54.242.240.216,10
54.242.67.11,1
54.89.163.1,2
54.90.68.128,1
58.144.148.20,1
58.153.172.215,1
58.187.9.230,3
58.19.45.60,1
58.19.50.7,1
58.20.254.131,4
58.252.232.195,1
59.0.77.58,1
59.110.221.146,2
59.125.64.23,1
59.13.194.183,1
59.152.161.197,1
59.152.161.202,1
59.152.161.228,1
59.152.190.22,1
59.173.180.228,1
59.178.1.225,1
59.178.1.247,1
59.178.112.241,1
59.178.12.72,1
59.178.149.38,1
59.178.15.6,1
59.178.178.134,1
59.178.38.118,1
59.178.5.237,1
59.178.60.234,1
59.178.67.230,1
59.182.0.162,2
59.182.1.249,1
59.182.14.6,1
59.182.157.144,1
59.182.27.255,1
59.182.44.159,1
59.182.53.106,2
59.182.9.221,2
59.19.33.204,1
59.24.186.249,106
59.45.143.3,1
59.52.177.133,1
59.55.124.106,1
59.88.228.18,2
59.89.120.23,1
59.89.127.185,1
59.89.161.118,1
59.89.165.48,1
59.89.174.85,2
59.89.228.70,2
59.91.162.43,3
59.91.164.106,5
59.91.169.166,1
59.91.173.179,1
59.91.174.90,1
59.91.175.198,1
59.92.160.25,1
59.93.23.123,1
59.93.31.55,1
59.95.150.145,1
59.95.214.8,1
59.98.171.18,1
59.98.171.50,1
59.98.184.9,1
59.98.188.107,1
59.98.189.67,1
60.13.138.12,1
60.13.138.179,1
60.13.138.62,1
60.13.6.155,1
60.17.111.152,1
60.17.124.102,1
60.177.178.63,1
60.191.125.35,8
60.191.20.213,12
60.243.50.78,2
60.249.77.27,4
61.0.138.214,1
61.0.217.84,1
61.0.8.65,1
61.0.88.229,1
61.0.99.9,1
61.1.227.216,1
61.145.177.7,1
61.145.208.214,1
61.152.197.137,1
61.152.197.138,1
61.220.94.195,2
61.52.172.156,8
61.52.61.160,1
61.53.204.205,1
61.7.141.135,1
61.7.165.240,1
61.77.39.173,9
61.84.169.90,2
62.122.184.123,3
62.122.184.202,1
62.122.184.32,3
62.122.184.33,2
62.16.15.110,1
62.16.22.103,2
62.204.40.67,2
62.210.70.119,1
62.211.26.75,4
62.233.50.179,8
62.240.28.121,1
62.244.26.174,1
62.249.140.222,1
62.33.114.115,1
62.33.114.219,1
62.57.44.108,3
62.69.252.89,1
62.76.142.15,6
62.76.142.22,10
63.250.56.94,3
63.88.73.10,1
64.112.72.102,4
64.112.74.150,1
64.225.103.234,3
64.225.40.101,2
64.225.54.140,6
64.225.6.171,2
64.225.72.56,1
64.226.103.167,1
64.226.127.60,9
64.227.107.188,17
64.227.117.19,7
64.227.146.163,6
64.227.146.243,12
64.227.168.191,2
64.227.182.224,2
64.227.35.241,1
64.227.37.132,2
64.227.41.39,10
64.227.48.124,7
64.227.74.166,2
64.227.90.185,10
64.62.197.10,4
64.62.197.100,2
64.62.197.101,1
64.62.197.102,6
64.62.197.103,5
64.62.197.104,4
64.62.197.105,3
64.62.197.106,3
64.62.197.107,8
64.62.197.108,3
64.62.197.109,3
64.62.197.11,3
64.62.197.110,2
64.62.197.111,11
64.62.197.112,6
64.62.197.113,1
64.62.197.114,1
64.62.197.115,10
64.62.197.118,4
64.62.197.119,2
64.62.197.12,1
64.62.197.120,1
64.62.197.122,5
64.62.197.123,1
64.62.197.124,2
64.62.197.125,2
64.62.197.126,4
64.62.197.127,4
64.62.197.128,3
64.62.197.129,3
64.62.197.13,3
64.62.197.130,3
64.62.197.131,5
64.62.197.132,3
64.62.197.134,3
64.62.197.135,4
64.62.197.137,6
64.62.197.138,1
64.62.197.139,3
64.62.197.14,2
64.62.197.140,5
64.62.197.141,2
64.62.197.142,12
64.62.197.143,8
64.62.197.144,2
64.62.197.145,5
64.62.197.146,6
64.62.197.147,3
64.62.197.148,2
64.62.197.149,5
64.62.197.15,4
64.62.197.150,4
64.62.197.151,3
64.62.197.152,14
64.62.197.153,2
64.62.197.154,4
64.62.197.155,1
64.62.197.156,7
64.62.197.157,9
64.62.197.158,3
64.62.197.159,4
64.62.197.16,8
64.62.197.160,2
64.62.197.161,1
64.62.197.162,4
64.62.197.163,11
64.62.197.164,2
64.62.197.165,5
64.62.197.166,3
64.62.197.167,7
64.62.197.169,1
64.62.197.17,4
64.62.197.170,9
64.62.197.171,1
64.62.197.172,1
64.62.197.174,7
64.62.197.175,3
64.62.197.176,4
64.62.197.177,2
64.62.197.178,2
64.62.197.179,4
64.62.197.18,7
64.62.197.180,3
64.62.197.181,4
64.62.197.182,6
64.62.197.183,8
64.62.197.184,2
64.62.197.185,3
64.62.197.186,6
64.62.197.187,2
64.62.197.188,3
64.62.197.189,3
64.62.197.19,4
64.62.197.190,8
64.62.197.192,3
64.62.197.193,13
64.62.197.194,8
64.62.197.195,5
64.62.197.196,2
64.62.197.197,6
64.62.197.199,11
64.62.197.2,5
64.62.197.20,5
64.62.197.200,1
64.62.197.201,3
64.62.197.202,3
64.62.197.203,2
64.62.197.204,8
64.62.197.205,2
64.62.197.206,1
64.62.197.207,7
64.62.197.208,1
64.62.197.210,2
64.62.197.211,6
64.62.197.212,4
64.62.197.213,9
64.62.197.214,1
64.62.197.215,1
64.62.197.216,3
64.62.197.217,5
64.62.197.218,3
64.62.197.219,2
64.62.197.22,2
64.62.197.220,2
64.62.197.221,2
64.62.197.222,4
64.62.197.223,2
64.62.197.224,1
64.62.197.226,3
64.62.197.227,8
64.62.197.228,6
64.62.197.229,1
64.62.197.23,1
64.62.197.230,2
64.62.197.231,6
64.62.197.232,5
64.62.197.234,8
64.62.197.235,1
64.62.197.236,2
64.62.197.237,7
64.62.197.238,2
64.62.197.239,7
64.62.197.24,10
64.62.197.240,3
64.62.197.241,8
64.62.197.25,1
64.62.197.26,1
64.62.197.27,2
64.62.197.28,2
64.62.197.29,3
64.62.197.3,5
64.62.197.30,1
64.62.197.31,5
64.62.197.32,7
64.62.197.33,8
64.62.197.34,3
64.62.197.35,6
64.62.197.36,1
64.62.197.37,3
64.62.197.38,10
64.62.197.39,4
64.62.197.4,4
64.62.197.40,1
64.62.197.41,4
64.62.197.42,3
64.62.197.44,10
64.62.197.45,4
64.62.197.46,2
64.62.197.47,18
64.62.197.48,3
64.62.197.49,4
64.62.197.5,6
64.62.197.50,1
64.62.197.51,3
64.62.197.52,6
64.62.197.53,5
64.62.197.54,2
64.62.197.55,1
64.62.197.56,3
64.62.197.57,3
64.62.197.58,12
64.62.197.59,2
64.62.197.6,3
64.62.197.60,6
64.62.197.61,1
64.62.197.62,17
64.62.197.63,1
64.62.197.64,3
64.62.197.65,2
64.62.197.66,2
64.62.197.67,2
64.62.197.68,8
64.62.197.69,1
64.62.197.7,1
64.62.197.70,2
64.62.197.71,12
64.62.197.72,5
64.62.197.73,2
64.62.197.74,2
64.62.197.75,2
64.62.197.76,10
64.62.197.77,13
64.62.197.78,7
64.62.197.79,5
64.62.197.8,3
64.62.197.80,2
